Run Date,Drop Location,Pickup Location,Primary Destinatiion,Secondary Destination,Vehicle Type,Event Type,Overnight,Tip Grade,Customer Type,Guide,Trip Issues,Payment Type
11/15/2014,Meadville,Meadville,Sesame Place,Meadville,Van - Full Size,Wedding,No,None,Existing,No,Accident,Credit
4/25/2015,Duquesne,Duquesne,Dorney Park,None,Van - Full Size,Birthday,Yes,Medium,Referral,No,Accident,Cash
10/1/2014,Harrisburg,Harrisburg,Philadelphia Zoo,None,Town Car,Birthday,Yes,None,Referral,No,Personal,Cash
1/7/2014,Franklin,Franklin,King of Prussia Shopping Mall,None,Van - Mini,Birthday,Yes,Medium,Referral,Yes,Maintenance,Personal Credit Card
1/23/2013,Chester,Chester,The Barnes Foundation,Chester,Van - Mini,Birthday,No,Large,New,No,Personal,Cash
9/28/2015,"Collegium Charter School,Exton","Collegium Charter School,Exton","Collegium Charter School,Exton",None,School Bus,Private,Yes,None,New,Yes,Health Related,Credit
6/17/2015,Duquesne,Duquesne,The Franklin Institute,Duquesne,Van - Mini,Travel/Airport,No,None,Existing,No,Maintenance,Invoiced
12/13/2013,Northampton,Northampton,The National Civil War Museum,Northampton,Mini Bus,Corporate,No,Medium,Existing,No,Maintenance,Personal Credit Card
10/15/2015,"Coventry Christian Schools, Pottstown","Coventry Christian Schools, Pottstown","Coventry Christian Schools, Pottstown",Beaver Falls,School Bus,Private,No,Medium,New,No,Maintenance,Cash
10/5/2015,Northampton,Northampton,Crystal Cave Park,None,Mini Bus,Holiday,Yes,Small,New,Yes,Accident,Personal Credit Card
8/24/2015,Aliquippa,Aliquippa,Please Touch Museum,Aliquippa,Wheelchair Bus,Holiday,No,None,Referral,Yes,Personal,Invoiced
11/13/2015,Shiloh Baptist Church,Shiloh Baptist Church,Private Residence,Coatesville,Church Bus,Private,No,None,New,Yes,None,Check
12/31/2013,Coatesville,Coatesville,Please Touch Museum,None,Shuttle Bus,Athletic,Yes,Large,Existing,No,Accident,Personal Credit Card
4/4/2014,Lower Burrell,Lower Burrell,Lost River Caverns,Lower Burrell,Wheelchair Bus,Wedding,No,None,Referral,No,None,Invoiced
2/15/2013,Nanticoke,Nanticoke,Independence Hall,None,Shuttle Bus,Corporate,Yes,Medium,Existing,No,None,Credit
1/5/2013,Bradford,Bradford,Dorney Park,Bradford,Shuttle Bus,Corporate,No,Small,Referral,No,Personal,Invoiced
8/6/2014,"Westtown School, Westtown Township","Westtown School, Westtown Township","Westtown School, Westtown Township",Franklin,School Bus,Private,No,Small,New,Yes,Personal,Personal Credit Card
12/7/2013,Farrell,Farrell,Philadelphia Museum of Art,Farrell,Mini Bus,Travel/Airport,No,Small,New,No,Maintenance,Credit
10/15/2014,Hermitage,Hermitage,Pennsylvania State Capitol,Hermitage,Town Car,Wedding,No,None,New,Yes,Maintenance,Invoiced
9/21/2014,Jeannette,Jeannette,Eastern State Penitentiary,Jeannette,Limo Bus,Athletic,No,Medium,New,Yes,Accident,Credit
2/15/2013,Clairton,Clairton,HersThe Liberty Bell Centerheypark,None,Limo,Travel/Airport,Yes,Large,Existing,Yes,Health Related,Invoiced
5/20/2013,Lebanon,Lebanon,King of Prussia Shopping Mall,Lebanon,Limo Bus,Tour,No,None,Referral,Yes,Personal,Cash
10/5/2015,Clairton,Clairton,King of Prussia Shopping Mall,Clairton,Van - Full Size,Tour,No,None,Existing,Yes,Maintenance,Invoiced
7/18/2014,Harrisburg,Harrisburg,The National Civil War Museum,None,Town Car,College,Yes,Medium,New,Yes,None,Personal Credit Card
5/23/2014,Duquesne,Duquesne,King of Prussia Shopping Mall,Duquesne,Van - Mini,Wedding,No,Medium,Referral,Yes,Maintenance,Invoiced
11/2/2013,Love of God Ministries Ch,Love of God Ministries Ch,Private Residence,Harrisburg,Church Bus,Wedding,No,None,Referral,No,None,Check
2/21/2014,"Oxford Area High School, Oxford","Oxford Area High School, Oxford","Oxford Area High School, Oxford",Meadville,School Bus,Tour,No,Small,Referral,Yes,Health Related,Invoiced
1/17/2014,Harrisburg,Harrisburg,Independence Hall,None,Van - Full Size,Athletic,Yes,None,Referral,Yes,Health Related,Invoiced
2/14/2014,Saint Paul Church Of God In Christ,Saint Paul Church Of God In Christ,Private Residence,Northampton,Church Bus,Corporate,No,Medium,Existing,No,None,Check
3/31/2015,Farrell,Farrell,City Hall,Farrell,Town Car,Wedding,No,Large,Existing,Yes,None,Invoiced
2/6/2014,Altoona,Altoona,Eastern State Penitentiary,None,Town Car,Wedding,Yes,Small,Existing,Yes,Health Related,Invoiced
12/11/2013,Carbondale,Carbondale,Betsy Ross House,Carbondale,Van - Full Size,Holiday,No,Medium,Existing,Yes,Health Related,Invoiced
5/15/2013,Hermitage,Hermitage,Gettysburg National Military Park,None,Limo Bus,Corporate,Yes,Medium,New,Yes,Accident,Cash
3/21/2015,Franklin,Franklin,The National Civil War Museum,Franklin,Mini Bus,Private,No,Large,New,Yes,None,Other
8/13/2015,Monongahela,Monongahela,Brandywine River Museum,None,Town Car,Birthday,Yes,Small,New,Yes,Health Related,Personal Credit Card
3/23/2015,Nanticoke,Nanticoke,The Franklin Institute,None,Town Car,Wedding,Yes,Large,Existing,Yes,Personal,Other
1/27/2014,Calvary Baptist Church,Calvary Baptist Church,Private Residence,Farrell,Church Bus,Wedding,No,Medium,Referral,Yes,None,Check
10/23/2013,Hazleton,Hazleton,Sesame Place,Hazleton,Wheelchair Bus,Athletic,No,Small,Referral,Yes,None,Credit
3/19/2014,Lebanon,Lebanon,Dorney Park,None,Limo Bus,Corporate,Yes,Medium,Existing,No,Accident,Other
10/26/2013,Altoona,Altoona,Crystal Cave Park,None,Van - Full Size,Travel/Airport,Yes,None,Existing,Yes,Health Related,Cash
4/20/2013,Lower Burrell,Lower Burrell,City Hall,Lower Burrell,Town Car,Private,No,Large,Referral,No,Maintenance,Cash
2/27/2014,Monongahela,Monongahela,King of Prussia Shopping Mall,Monongahela,Limo Bus,Birthday,No,Small,Existing,No,None,Cash
9/20/2014,Lower Burrell,Lower Burrell,King of Prussia Shopping Mall,Lower Burrell,Limo,Corporate,No,Large,Referral,Yes,Personal,Invoiced
9/20/2014,Clairton,Clairton,King of Prussia Shopping Mall,Clairton,Wheelchair Bus,Holiday,No,Medium,Existing,No,Personal,Invoiced
2/24/2015,"Phoenixville Area High School, Phoenixville","Phoenixville Area High School, Phoenixville","Phoenixville Area High School, Phoenixville",None,School Bus,Corporate,Yes,Large,Referral,Yes,Health Related,Cash
1/27/2013,Corry,Corry,Lost River Caverns,Corry,Shuttle Bus,Private,No,Large,Existing,Yes,Personal,Other
11/2/2015,Bethlehem,Bethlehem,Pennsylvania State Capitol,Bethlehem,Limo,Holiday,No,Large,Referral,No,Personal,Invoiced
4/10/2013,Latrobe,Latrobe,Waldameer & Water World,None,Town Car,College,Yes,Small,New,Yes,Maintenance,Invoiced
10/5/2015,Clairton,Clairton,Pennsylvania State Capitol,Clairton,Limo,Travel/Airport,No,Large,New,No,Accident,Invoiced
1/19/2014,New Bethel Church Of God,New Bethel Church Of God,Private Residence,Latrobe,Church Bus,Holiday,No,Large,New,No,None,Check
1/4/2014,Corry,Corry,The National Civil War Museum,Corry,Limo,Birthday,No,Large,New,Yes,Personal,Invoiced
1/13/2014,Farrell,Farrell,Eastern State Penitentiary,Farrell,Limo,Corporate,No,Large,New,Yes,Personal,Invoiced
7/19/2014,Harrisburg,Harrisburg,Pennsylvania State Capitol,Harrisburg,Mini Bus,College,No,Medium,Referral,Yes,None,Invoiced
2/22/2013,Duquesne,Duquesne,City Hall,Duquesne,Town Car,Corporate,No,Medium,Existing,No,Accident,Other
7/25/2015,Allentown,Allentown,Independence Hall,Allentown,Van - Full Size,Private,No,Small,Referral,Yes,Maintenance,Credit
9/26/2015,Freedom Baptist Church,Freedom Baptist Church,Private Residence,Lebanon,Church Bus,Corporate,No,Medium,Existing,Yes,None,Check
3/19/2013,Northampton,Northampton,Gettysburg National Military Park,None,Town Car,Athletic,Yes,Medium,Referral,Yes,Accident,Credit
3/12/2013,Greensburg,Greensburg,Dutch Wonderland,None,Town Car,Corporate,Yes,Large,New,Yes,Accident,Credit
4/19/2015,Hazleton,Hazleton,Gettysburg National Military Park,None,Limo Bus,Athletic,Yes,Medium,Existing,Yes,Health Related,Other
10/31/2015,Johnstown,Johnstown,Sesame Place,None,Town Car,Tour,Yes,Small,New,Yes,None,Other
5/12/2013,Arnold,Arnold,Please Touch Museum,Arnold,Shuttle Bus,College,No,Small,Referral,Yes,Personal,Credit
2/1/2014,Chester,Chester,Gettysburg National Military Park,Chester,Shuttle Bus,Corporate,No,None,Existing,No,Health Related,Invoiced
6/16/2013,DuBois,DuBois,Betsy Ross House,DuBois,Van - Full Size,Wedding,No,None,Existing,No,Maintenance,Cash
5/14/2013,Lock Haven,Lock Haven,Brandywine River Museum,Lock Haven,Town Car,Private,No,None,Existing,Yes,Accident,Cash
3/9/2014,Allentown,Allentown,Knoebels Amusement Resort,None,Wheelchair Bus,College,Yes,None,Referral,Yes,Health Related,Other
3/15/2013,Corry,Corry,HersThe Liberty Bell Centerheypark,None,Town Car,Athletic,Yes,Medium,Referral,Yes,Personal,Invoiced
8/10/2013,"Great Valley High School, Malvern","Great Valley High School, Malvern","Great Valley High School, Malvern",None,School Bus,Travel/Airport,Yes,Medium,Referral,Yes,Personal,Personal Credit Card
8/20/2013,Nanticoke,Nanticoke,Pennsylvania State Capitol,None,Mini Bus,Travel/Airport,Yes,Large,New,No,None,Personal Credit Card
3/9/2013,Clairton,Clairton,HersThe Liberty Bell Centerheypark,None,Mini Bus,Corporate,Yes,Small,New,No,Personal,Credit
10/19/2015,Lancaster,Lancaster,Fairmount Park,Lancaster,Limo,Travel/Airport,No,Large,Existing,No,Personal,Invoiced
4/29/2013,Downingtown High School,Downingtown High School,Downingtown High School,None,School Bus,Birthday,Yes,Small,Referral,Yes,None,Cash
3/24/2013,Beaver Falls,Beaver Falls,Philadelphia Zoo,Beaver Falls,Town Car,Athletic,No,None,New,No,Personal,Personal Credit Card
1/15/2013,Clairton,Clairton,Gettysburg National Military Park,Clairton,Van - Full Size,Corporate,No,Large,Existing,Yes,Health Related,Credit
10/13/2013,Beaver Falls,Beaver Falls,Sesame Place,Beaver Falls,Limo Bus,College,No,None,New,No,Personal,Personal Credit Card
5/4/2014,Altoona,Altoona,Please Touch Museum,Altoona,Wheelchair Bus,Private,No,Small,Referral,No,Personal,Credit
4/26/2013,Harrisburg,Harrisburg,Fairmount Park,Harrisburg,Limo,Birthday,No,Large,Referral,Yes,Health Related,Invoiced
6/2/2015,Beaver Falls,Beaver Falls,King of Prussia Shopping Mall,None,Shuttle Bus,Corporate,Yes,Large,New,No,Maintenance,Personal Credit Card
1/23/2015,Harrisburg,Harrisburg,Carnegie Museum of Natural History,None,Van - Mini,Birthday,Yes,Small,New,No,Health Related,Credit
2/10/2013,Hazleton,Hazleton,Dorney Park,Hazleton,Town Car,Corporate,No,Medium,Existing,Yes,Health Related,Cash
6/22/2013,Bradford,Bradford,Crystal Cave Park,Bradford,Town Car,College,No,Small,Existing,No,Maintenance,Cash
6/1/2015,Corry,Corry,Philadelphia Zoo,Corry,Town Car,Wedding,No,Large,Existing,Yes,Maintenance,Personal Credit Card
8/23/2015,Altoona,Altoona,Carnegie Museum of Natural History,None,Limo,Tour,Yes,Large,Referral,Yes,None,Invoiced
2/20/2013,Jeannette,Jeannette,Betsy Ross House,None,Town Car,Athletic,Yes,None,Referral,Yes,Health Related,Credit
7/23/2014,DuBois,DuBois,Gettysburg National Military Park,DuBois,Shuttle Bus,Wedding,No,None,Referral,No,Maintenance,Credit
10/6/2015,Farrell,Farrell,Waldameer & Water World,None,Van - Full Size,Corporate,Yes,Large,New,No,Health Related,Personal Credit Card
8/29/2015,Altoona,Altoona,Knoebels Amusement Resort,None,Mini Bus,Athletic,Yes,None,Existing,Yes,Health Related,Other
2/24/2015,Farrell,Farrell,Philadelphia Museum of Art,None,Limo,Corporate,Yes,Large,New,No,Maintenance,Invoiced
9/30/2014,Bethlehem,Bethlehem,Fairmount Park,Bethlehem,Town Car,Tour,No,Large,New,Yes,None,Other
3/22/2013,Corry,Corry,Carnegie Museum of Natural History,None,Van - Mini,Corporate,Yes,Medium,New,Yes,Health Related,Cash
10/27/2013,Jeannette,Jeannette,The Barnes Foundation,None,Shuttle Bus,Private,Yes,Medium,New,No,Maintenance,Invoiced
6/8/2015,Duquesne,Duquesne,King of Prussia Shopping Mall,Duquesne,Limo Bus,Corporate,No,Large,Existing,No,Personal,Other
5/4/2013,Chester,Chester,The National Civil War Museum,None,Town Car,Corporate,Yes,None,New,No,Maintenance,Credit
5/31/2013,Saint Nicholas Russian Orthodox Church,Saint Nicholas Russian Orthodox Church,Private Residence,None,Church Bus,Birthday,Yes,None,New,No,None,Check
5/28/2013,Hermitage,Hermitage,Philadelphia Zoo,None,Town Car,Corporate,Yes,Large,New,Yes,None,Other
7/27/2014,"West Chester Henderson High School, West Chester","West Chester Henderson High School, West Chester","West Chester Henderson High School, West Chester",None,School Bus,College,Yes,Large,New,No,Personal,Cash
3/26/2013,Arnold,Arnold,The National Civil War Museum,None,Limo Bus,Private,Yes,None,New,Yes,Accident,Invoiced
4/15/2014,Allentown,Allentown,Kennywood Park,None,Shuttle Bus,Wedding,Yes,Small,Existing,No,Maintenance,Credit
10/10/2013,The Cathedral St Mark Church,The Cathedral St Mark Church,Private Residence,None,Church Bus,Travel/Airport,Yes,Large,New,No,None,Check
3/23/2015,Carbondale,Carbondale,Sesame Place,Carbondale,Limo Bus,Travel/Airport,No,Small,Existing,Yes,Maintenance,Other
2/28/2015,McKeesport,McKeesport,HersThe Liberty Bell Centerheypark,McKeesport,Mini Bus,Funeral,No,Small,New,No,Maintenance,Personal Credit Card
4/24/2015,Johnstown,Johnstown,City Hall,Johnstown,Van - Mini,College,No,Large,Referral,No,Maintenance,Personal Credit Card
1/4/2013,Monongahela,Monongahela,Kennywood Park,Monongahela,Wheelchair Bus,Private,No,Medium,New,No,Accident,Other
3/31/2015,"Kimberton Waldorf School, East Pikeland Township","Kimberton Waldorf School, East Pikeland Township","Kimberton Waldorf School, East Pikeland Township",Carbondale,School Bus,Corporate,No,None,Referral,No,Maintenance,Credit
8/3/2014,Butler,Butler,Pennsylvania State Capitol,Butler,Wheelchair Bus,Travel/Airport,No,None,Existing,Yes,Health Related,Cash
8/28/2015,Bethlehem,Bethlehem,Dorney Park,None,Wheelchair Bus,Funeral,Yes,Large,Existing,No,Health Related,Credit
4/4/2015,Monongahela,Monongahela,Betsy Ross House,None,Wheelchair Bus,Holiday,Yes,Large,Existing,Yes,Health Related,Credit
1/16/2013,Monongahela,Monongahela,Gettysburg National Military Park,Monongahela,Mini Bus,College,No,None,New,No,Health Related,Credit
9/22/2015,Lower Burrell,Lower Burrell,Sesame Place,Lower Burrell,Town Car,Private,No,Medium,New,Yes,Health Related,Other
4/3/2014,McKeesport,McKeesport,Fairmount Park,None,Mini Bus,Private,Yes,Medium,New,No,Accident,Other
4/23/2015,DuBois,DuBois,Knoebels Amusement Resort,DuBois,Town Car,Wedding,No,Large,Existing,Yes,Health Related,Credit
6/2/2013,Farrell,Farrell,Gettysburg National Military Park,Farrell,Van - Full Size,Tour,No,Small,Referral,Yes,None,Personal Credit Card
2/21/2014,Lancaster,Lancaster,Knoebels Amusement Resort,Lancaster,Shuttle Bus,Birthday,No,Medium,Referral,No,Personal,Personal Credit Card
5/11/2014,Jeannette,Jeannette,Gettysburg National Military Park,Jeannette,Town Car,Tour,No,None,Existing,Yes,Personal,Invoiced
1/13/2013,Altoona,Altoona,Brandywine River Museum,Altoona,Van - Mini,Holiday,No,Medium,New,No,Maintenance,Invoiced
10/12/2013,Northampton,Northampton,The Franklin Institute,Northampton,Town Car,Athletic,No,None,Referral,No,Health Related,Credit
12/28/2013,Allentown,Allentown,Lost River Caverns,None,Wheelchair Bus,Private,Yes,Large,Referral,No,Health Related,Credit
4/18/2013,Jeannette,Jeannette,Kennywood Park,Jeannette,Mini Bus,Athletic,No,Small,Existing,Yes,Health Related,Credit
4/24/2014,Lebanon,Lebanon,Philadelphia Museum of Art,None,Town Car,Birthday,Yes,Small,Existing,Yes,Health Related,Invoiced
9/11/2015,"Westtown School, Westtown Township","Westtown School, Westtown Township","Westtown School, Westtown Township",Lock Haven,School Bus,Travel/Airport,No,Medium,New,No,Health Related,Credit
2/18/2014,Altoona,Altoona,Please Touch Museum,None,Town Car,Private,Yes,Small,Referral,Yes,Accident,Cash
11/16/2014,Hazleton,Hazleton,Dorney Park,Hazleton,Van - Full Size,Wedding,No,Large,Referral,No,None,Other
4/13/2013,Harrisburg,Harrisburg,The National Civil War Museum,None,Mini Bus,Corporate,Yes,Medium,Existing,No,None,Other
3/31/2014,Easton,Easton,Knoebels Amusement Resort,None,Mini Bus,Private,Yes,Medium,New,No,Accident,Invoiced
7/23/2015,McKeesport,McKeesport,Sesame Place,None,Van - Mini,College,Yes,Medium,New,Yes,Maintenance,Cash
7/16/2015,Latrobe,Latrobe,Gettysburg National Military Park,Latrobe,Limo Bus,College,No,Small,Existing,No,Health Related,Credit
3/26/2013,Meadville,Meadville,City Hall,Meadville,Van - Full Size,Private,No,None,New,No,None,Cash
6/22/2015,DuBois,DuBois,Philadelphia Museum of Art,None,Town Car,Wedding,Yes,Small,Existing,Yes,None,Personal Credit Card
8/13/2015,Clairton,Clairton,Eastern State Penitentiary,Clairton,Wheelchair Bus,Tour,No,Small,New,Yes,Maintenance,Other
9/3/2014,Nanticoke,Nanticoke,Gettysburg National Military Park,None,Wheelchair Bus,Travel/Airport,Yes,Small,Existing,Yes,Health Related,Other
5/12/2014,Chester,Chester,Dorney Park,None,Limo Bus,Wedding,Yes,None,Referral,No,None,Other
10/25/2014,Clairton,Clairton,Please Touch Museum,None,Limo,Corporate,Yes,Large,Existing,No,Personal,Invoiced
11/3/2013,Easton,Easton,Gettysburg National Military Park,None,Van - Full Size,Holiday,Yes,None,New,Yes,Health Related,Other
6/13/2015,Allentown,Allentown,The Franklin Institute,Allentown,Town Car,Corporate,No,Medium,Existing,No,Accident,Invoiced
4/5/2015,God's House Of Prayer and Repair Full Gospel Church,God's House Of Prayer and Repair Full Gospel Church,Private Residence,Chester,Church Bus,Travel/Airport,No,None,Existing,No,None,Check
2/7/2014,Greensburg,Greensburg,The Barnes Foundation,Greensburg,Limo,Birthday,No,Large,Existing,Yes,Maintenance,Invoiced
5/13/2014,New Testament Church,New Testament Church,Private Residence,Franklin,Church Bus,College,No,Small,Existing,Yes,None,Check
4/17/2014,Franklin,Franklin,Eastern State Penitentiary,Franklin,Van - Mini,Athletic,No,None,Referral,No,Personal,Invoiced
11/2/2013,"Kennett High School, Kennett Square","Kennett High School, Kennett Square","Kennett High School, Kennett Square",None,School Bus,Funeral,Yes,Large,Existing,No,None,Invoiced
3/2/2015,Lock Haven,Lock Haven,Brandywine River Museum,None,Van - Mini,Birthday,Yes,Large,New,No,Maintenance,Cash
10/29/2015,Jeannette,Jeannette,Independence Hall,None,Van - Mini,Holiday,Yes,None,Referral,Yes,Maintenance,Cash
10/23/2015,"Owen J. Roberts High School, Bucktown","Owen J. Roberts High School, Bucktown","Owen J. Roberts High School, Bucktown",Nanticoke,School Bus,Corporate,No,Large,Existing,No,Personal,Invoiced
3/6/2013,Duquesne,Duquesne,Carnegie Museum of Natural History,Duquesne,Town Car,Corporate,No,None,Referral,No,Accident,Invoiced
9/14/2014,Erie,Erie,City Hall,None,Town Car,Corporate,Yes,Large,Referral,No,Accident,Cash
9/5/2014,Duquesne,Duquesne,Fairmount Park,Duquesne,Van - Full Size,Wedding,No,Large,Existing,No,Accident,Other
2/11/2015,Arnold,Arnold,Carnegie Museum of Natural History,Arnold,Wheelchair Bus,Funeral,No,Medium,Referral,No,Personal,Cash
4/8/2014,Hazleton,Hazleton,Pennsylvania State Capitol,Hazleton,Wheelchair Bus,College,No,None,New,Yes,None,Invoiced
10/6/2014,Lock Haven,Lock Haven,HersThe Liberty Bell Centerheypark,None,Limo,Corporate,Yes,Large,Referral,Yes,Personal,Invoiced
4/13/2013,Monessen,Monessen,Eastern State Penitentiary,Monessen,Town Car,Private,No,Small,Existing,No,Maintenance,Credit
7/26/2015,Love of God Ministries Ch,Love of God Ministries Ch,Private Residence,None,Church Bus,College,Yes,Small,Referral,No,None,Check
6/11/2013,Farrell,Farrell,Brandywine River Museum,Farrell,Van - Mini,Holiday,No,Large,New,No,Health Related,Cash
3/10/2013,Butler,Butler,The Franklin Institute,Butler,Van - Mini,Travel/Airport,No,None,Referral,Yes,None,Personal Credit Card
2/10/2013,Monongahela,Monongahela,Gettysburg National Military Park,None,Van - Full Size,Corporate,Yes,Small,New,Yes,Maintenance,Other
8/6/2015,Johnstown,Johnstown,Knoebels Amusement Resort,None,Van - Mini,Corporate,Yes,Medium,Existing,Yes,Health Related,Credit
8/15/2014,"Collegium Charter School,Exton","Collegium Charter School,Exton","Collegium Charter School,Exton",McKeesport,School Bus,College,No,None,Referral,Yes,Personal,Invoiced
6/25/2013,Meadville,Meadville,Waldameer & Water World,Meadville,Town Car,Holiday,No,Small,New,Yes,None,Credit
6/9/2015,Beaver Falls,Beaver Falls,Carnegie Museum of Natural History,Beaver Falls,Limo Bus,Corporate,No,None,Existing,Yes,Personal,Credit
9/11/2013,Nanticoke,Nanticoke,Independence Hall,Nanticoke,Town Car,Tour,No,Large,Referral,Yes,Accident,Other
8/15/2015,Latrobe,Latrobe,Gettysburg National Military Park,Latrobe,Limo Bus,Corporate,No,None,Referral,No,Accident,Credit
7/32/2014,Franklin,Franklin,Philadelphia Museum of Art,None,Van - Mini,Travel/Airport,Yes,Small,New,No,Personal,Other
3/6/2015,Aliquippa,Aliquippa,Crystal Cave Park,Aliquippa,Mini Bus,Birthday,No,Medium,New,No,None,Invoiced
9/6/2014,Allentown,Allentown,Kennywood Park,Allentown,Town Car,Funeral,No,Medium,Referral,No,Health Related,Personal Credit Card
4/2/2015,Assumption of the Virgin Mary Parish,Assumption of the Virgin Mary Parish,Private Residence,Altoona,Church Bus,Corporate,No,Medium,Referral,Yes,None,Check
8/31/2013,Meadville,Meadville,Brandywine River Museum,None,Limo Bus,Corporate,Yes,Medium,New,No,None,Cash
1/13/2015,Erie,Erie,City Hall,None,Wheelchair Bus,Wedding,Yes,Small,Existing,Yes,Health Related,Credit
2/21/2015,Monongahela,Monongahela,Pennsylvania State Capitol,Monongahela,Town Car,Tour,No,Medium,Existing,Yes,Personal,Credit
10/6/2014,Chester,Chester,King of Prussia Shopping Mall,Chester,Mini Bus,Corporate,No,Medium,Existing,No,Maintenance,Other
5/26/2013,Hermitage,Hermitage,HersThe Liberty Bell Centerheypark,None,Limo Bus,Corporate,Yes,None,Referral,Yes,Health Related,Other
7/2/2013,"Conestoga High School, Berwyn","Conestoga High School, Berwyn","Conestoga High School, Berwyn",None,School Bus,Corporate,Yes,Small,New,Yes,Accident,Personal Credit Card
3/1/2013,Bradford,Bradford,The Franklin Institute,None,Wheelchair Bus,College,Yes,Large,New,No,Health Related,Personal Credit Card
12/19/2013,Beaver Falls,Beaver Falls,Please Touch Museum,None,Limo Bus,Corporate,Yes,Large,Referral,Yes,Personal,Cash
3/4/2015,Bradford,Bradford,Knoebels Amusement Resort,None,Town Car,Birthday,Yes,Large,Referral,Yes,Accident,Credit
9/6/2013,"Devon Preparatory School, Devon","Devon Preparatory School, Devon","Devon Preparatory School, Devon",None,School Bus,Holiday,Yes,Medium,New,No,Personal,Cash
7/11/2013,Carbondale,Carbondale,King of Prussia Shopping Mall,None,Limo Bus,Corporate,Yes,None,Referral,Yes,Maintenance,Credit
6/18/2013,North Chester Baptist Church,North Chester Baptist Church,Private Residence,Hermitage,Church Bus,Athletic,No,Small,New,Yes,None,Check
7/5/2013,Erie,Erie,Dutch Wonderland,Erie,Van - Mini,Holiday,No,Medium,New,No,Health Related,Cash
4/3/2014,Bradford,Bradford,Please Touch Museum,Bradford,Limo Bus,Holiday,No,Small,Referral,No,Personal,Personal Credit Card
7/5/2014,"West Chester East High School, West Chester (West Goshen Twp.)","West Chester East High School, West Chester (West Goshen Twp.)","West Chester East High School, West Chester (West Goshen Twp.)",None,School Bus,Private,Yes,None,Existing,No,Personal,Credit
4/14/2013,"Villa Maria Academy, Malvern","Villa Maria Academy, Malvern","Villa Maria Academy, Malvern",Bethlehem,School Bus,Wedding,No,None,Referral,No,Personal,Cash
9/12/2013,Butler,Butler,HersThe Liberty Bell Centerheypark,Butler,Limo Bus,Athletic,No,Medium,Existing,No,Personal,Cash
5/25/2013,"Great Valley High School, Malvern","Great Valley High School, Malvern","Great Valley High School, Malvern",None,School Bus,Funeral,Yes,Large,Existing,No,Personal,Credit
4/21/2014,Lower Burrell,Lower Burrell,HersThe Liberty Bell Centerheypark,None,Van - Full Size,Tour,Yes,None,Existing,Yes,Health Related,Personal Credit Card
9/14/2014,Lancaster,Lancaster,The National Civil War Museum,None,Town Car,Corporate,Yes,Small,Existing,Yes,Maintenance,Cash
9/29/2015,McKeesport,McKeesport,Waldameer & Water World,None,Mini Bus,Tour,Yes,Medium,New,Yes,Health Related,Personal Credit Card
5/19/2014,Johnstown,Johnstown,Philadelphia Zoo,Johnstown,Shuttle Bus,Birthday,No,None,Referral,Yes,Health Related,Other
11/20/2014,Meadville,Meadville,The Barnes Foundation,None,Shuttle Bus,Corporate,Yes,Small,Existing,No,Personal,Other
11/26/2014,Johnstown,Johnstown,Waldameer & Water World,Johnstown,Town Car,Tour,No,None,Referral,Yes,None,Personal Credit Card
5/11/2013,Meadville,Meadville,The Franklin Institute,None,Shuttle Bus,Private,Yes,None,Existing,No,None,Invoiced
12/23/2013,Monessen,Monessen,Sesame Place,None,Van - Mini,Corporate,Yes,Large,Referral,No,Personal,Personal Credit Card
4/16/2014,Allentown,Allentown,City Hall,Allentown,Mini Bus,Tour,No,Small,Existing,Yes,Personal,Personal Credit Card
3/11/2014,Coatesville,Coatesville,Dorney Park,None,Town Car,Wedding,Yes,Medium,New,Yes,Accident,Invoiced
7/28/2015,Erie,Erie,Sesame Place,None,Van - Mini,Corporate,Yes,Large,Referral,No,Personal,Credit
10/16/2013,Clairton,Clairton,Kennywood Park,Clairton,Wheelchair Bus,Holiday,No,None,New,Yes,Maintenance,Other
7/17/2014,Lancaster,Lancaster,Betsy Ross House,Lancaster,Town Car,Birthday,No,Small,New,No,Accident,Invoiced
5/18/2014,Hazleton,Hazleton,Eastern State Penitentiary,Hazleton,Limo,College,No,Large,New,No,Maintenance,Invoiced
7/16/2013,Monessen,Monessen,City Hall,None,Mini Bus,Wedding,Yes,Large,Referral,Yes,Maintenance,Credit
10/27/2015,McKeesport,McKeesport,Fairmount Park,None,Mini Bus,Corporate,Yes,None,Existing,No,Maintenance,Credit
8/5/2013,Jeannette,Jeannette,Brandywine River Museum,None,Mini Bus,Funeral,Yes,Small,Referral,No,Personal,Cash
10/11/2014,Hazleton,Hazleton,Philadelphia Zoo,None,Limo Bus,Athletic,Yes,Large,New,Yes,Maintenance,Credit
4/5/2015,"West Chester East High School, West Chester (West Goshen Twp.)","West Chester East High School, West Chester (West Goshen Twp.)","West Chester East High School, West Chester (West Goshen Twp.)",None,School Bus,Funeral,Yes,Medium,New,Yes,Health Related,Invoiced
8/21/2014,Carbondale,Carbondale,Please Touch Museum,None,Limo Bus,College,Yes,Medium,Existing,No,Maintenance,Cash
9/24/2015,Holy Ghost Parish,Holy Ghost Parish,Private Residence,Coatesville,Church Bus,College,No,None,Referral,No,None,Check
8/31/2015,Northampton,Northampton,City Hall,Northampton,Mini Bus,Funeral,No,Medium,New,No,Personal,Invoiced
