CoinIn,Age,Type,Theme,Location,Month,Day,Denomination,Event,Weather,Promotion,Coupons,Holiday,Smoking,Promo,coupons,weather
1492,11,5,18,6,3,3,2,1,33,1,1,2,2,2,3,29
1059,5,2,5,5,12,1,5,1,17,2,2,1,1,2,9,19
1295,9,2,7,9,2,5,14,2,35,2,2,1,2,4,5,35
774,2,2,6,6,2,5,7,1,6,2,2,1,2,1,4,34
577,16,3,9,6,11,2,2,1,28,1,2,1,1,4,3,2
1038,9,5,1,5,6,6,13,2,29,2,2,2,2,6,7,36
1836,10,5,16,8,1,1,10,2,27,1,1,2,1,6,2,18
670,3,4,8,6,5,7,4,2,8,1,1,1,2,1,6,26
52,8,3,12,2,2,1,12,2,32,2,1,1,1,3,9,26
300,2,4,18,6,2,6,3,2,33,1,2,1,2,5,7,26
32,19,2,9,7,4,4,8,1,8,1,2,2,2,6,8,35
1663,1,3,9,5,12,1,5,2,35,2,1,2,1,2,6,19
2155,20,1,15,1,7,4,2,2,12,2,2,1,1,2,2,1
900,3,3,17,1,4,7,11,1,27,2,1,2,2,5,8,10
218,6,1,3,6,4,2,4,2,16,2,1,2,2,3,7,26
512,19,3,4,9,10,1,9,1,7,2,1,2,1,5,3,16
1400,16,1,6,9,10,2,13,1,6,1,1,2,1,3,5,4
1157,3,2,19,8,4,1,3,1,1,1,2,1,1,2,6,35
1025,3,2,19,5,5,6,8,2,4,2,1,2,1,5,8,12
1663,14,4,8,2,5,1,5,2,17,2,1,1,1,3,4,18
942,16,3,15,4,3,6,13,2,5,1,1,2,2,4,8,37
709,7,1,21,6,2,3,3,2,7,1,1,2,2,1,4,28
384,11,1,15,7,12,3,10,1,8,1,2,1,1,4,7,31
1819,17,1,3,2,10,4,5,2,5,1,1,2,1,2,8,2
960,18,4,2,1,12,2,9,1,20,2,2,1,1,6,8,30
1286,9,2,6,7,6,2,10,1,12,1,2,2,1,4,2,8
570,19,2,17,1,9,5,13,2,14,2,2,2,1,4,8,25
1342,6,1,15,2,12,5,10,1,35,2,1,2,2,3,5,32
1572,17,4,18,5,9,6,6,1,20,2,1,2,2,4,2,23
77,3,1,21,7,9,4,12,1,15,2,2,2,2,6,3,4
1209,15,5,16,8,8,6,11,1,10,1,2,2,2,4,9,34
852,17,5,9,5,7,2,14,2,25,1,1,2,1,3,8,6
1634,17,2,14,4,8,7,12,1,21,1,1,2,1,6,7,23
371,18,1,13,3,6,1,4,1,6,1,2,1,1,5,7,37
1325,6,4,12,3,5,1,2,2,7,2,2,1,1,4,2,16
1618,1,5,15,1,8,6,7,2,29,1,2,2,1,1,4,8
926,19,1,14,3,2,5,3,2,3,2,1,1,1,5,9,28
1796,14,1,1,2,12,1,3,2,20,2,2,2,2,4,7,4
107,19,3,5,2,4,3,13,2,38,2,1,1,1,6,3,18
1564,7,1,12,3,7,7,4,1,34,1,1,2,2,4,6,25
291,10,1,12,2,8,2,14,1,26,1,1,2,1,6,6,28
682,3,5,2,6,7,3,9,2,23,1,2,1,1,6,4,31
897,5,1,8,8,1,1,10,2,40,2,2,2,1,2,8,25
377,4,1,18,8,12,4,2,1,36,2,1,2,1,1,4,27
1330,1,1,7,5,4,5,7,1,31,2,1,2,2,6,3,5
602,1,5,7,1,2,2,14,1,32,2,2,2,1,1,2,37
1791,19,4,14,9,1,5,4,1,7,2,1,1,2,4,3,35
339,20,3,7,8,5,3,2,1,29,2,2,1,1,4,3,16
1574,18,1,6,9,1,3,11,2,22,1,2,2,2,5,4,3
843,17,4,20,1,11,6,8,2,26,1,1,2,1,5,3,25
985,15,3,11,3,1,3,6,2,26,2,2,2,1,3,5,14
2056,8,4,20,1,12,2,8,2,18,2,2,2,2,2,3,19
909,17,3,3,5,5,5,8,1,15,2,2,1,1,3,9,32
937,11,5,18,2,9,1,13,2,11,2,1,1,1,4,6,20
1785,6,4,11,9,4,1,11,1,11,1,1,2,2,6,3,31
696,18,3,21,2,10,6,13,2,35,1,2,2,1,5,4,38
1347,11,2,17,4,4,6,9,2,33,1,2,1,2,2,6,5
366,5,3,4,8,5,3,13,2,37,1,2,1,2,4,9,36
399,7,3,22,8,11,6,14,1,40,2,2,1,2,5,3,26
832,11,5,11,7,10,5,14,2,38,1,1,2,1,3,8,4
1268,4,5,17,7,1,2,6,2,38,2,1,2,1,6,3,1
1471,9,2,6,3,3,1,6,2,10,2,2,1,2,1,2,14
236,9,4,4,7,1,1,9,1,6,2,1,1,2,2,2,18
269,19,5,6,8,7,2,12,1,30,1,1,2,1,2,6,12
79,19,3,17,1,7,1,12,2,25,1,1,2,1,5,8,4
1499,16,2,18,9,7,1,11,2,10,1,1,2,2,4,4,34
821,7,4,14,8,5,3,9,2,29,2,2,2,2,4,9,33
599,2,2,8,1,7,2,11,2,40,2,2,1,2,1,9,21
592,13,1,14,2,7,6,13,1,23,2,2,2,2,1,7,3
916,7,3,19,7,2,5,6,2,13,1,1,1,1,4,9,16
181,15,5,1,7,7,4,7,2,8,2,1,1,1,3,8,7
1171,10,1,16,7,11,6,2,2,5,2,2,2,2,4,7,23
1932,19,1,8,7,12,5,3,1,17,1,2,2,2,2,3,37
109,2,1,13,7,3,5,12,1,10,2,1,2,2,2,4,30
955,19,4,2,2,3,5,5,2,22,1,1,2,1,5,8,3
854,3,3,19,1,9,2,12,1,12,2,1,1,1,4,9,37
864,14,2,4,1,12,4,9,1,1,1,2,1,1,5,5,14
2059,11,4,15,8,3,5,6,1,35,2,2,2,1,3,6,23
1389,15,3,22,1,3,4,12,1,7,1,2,2,1,2,9,8
107,19,5,17,4,9,7,4,2,15,2,1,2,1,3,4,8
383,17,4,21,8,8,6,14,2,10,2,1,1,2,5,4,37
1909,17,1,19,1,3,7,3,1,19,1,1,2,2,2,9,16
873,6,4,2,9,1,5,6,1,30,1,2,2,2,3,6,38
1021,17,2,12,1,1,6,3,2,23,2,1,1,2,1,8,34
38,8,2,19,8,6,1,9,2,33,2,2,1,1,6,4,2
1519,14,5,5,8,3,7,8,2,22,1,1,2,2,5,4,6
1243,20,3,19,1,2,7,4,1,40,2,2,2,2,1,6,33
680,1,3,16,5,4,7,12,1,17,2,1,1,2,5,8,13
1319,2,4,12,2,6,1,7,1,2,1,2,2,1,3,3,32
814,4,1,7,6,7,2,2,1,13,1,1,2,1,4,5,22
60,8,4,12,4,8,7,11,1,9,1,2,2,1,6,6,27
497,12,4,21,8,10,4,9,1,18,1,1,2,2,1,7,6
609,12,1,4,6,3,1,12,2,28,2,1,2,1,5,4,35
1659,5,4,14,9,5,4,9,1,36,1,2,2,1,6,9,1
886,14,1,20,8,8,3,8,2,14,2,1,1,1,3,8,18
1515,12,5,14,7,3,4,5,1,6,1,2,2,2,1,2,37
1631,11,1,10,9,11,7,9,2,35,2,1,1,1,1,8,28
2063,1,3,9,8,12,7,9,1,33,1,2,2,2,5,8,13
1418,11,2,12,2,3,1,10,1,35,1,1,2,2,2,9,32
814,18,3,17,1,9,4,8,2,10,1,1,2,1,6,9,31
409,14,2,6,3,1,2,8,2,27,2,1,1,2,5,7,23
1759,9,3,22,4,10,3,12,2,18,1,2,1,1,2,7,1
2104,14,1,17,6,5,7,8,1,11,1,2,2,2,3,5,11
689,3,3,17,7,10,2,6,1,1,2,1,2,1,5,2,14
1125,16,5,15,1,2,1,3,1,28,2,1,1,2,4,3,15
1114,6,3,13,5,7,2,5,1,3,1,1,1,2,4,7,33
96,14,3,9,3,8,7,10,2,12,1,1,1,1,2,2,18
805,17,2,22,7,11,7,8,2,26,2,1,2,1,1,8,20
1582,7,5,17,4,8,2,9,1,33,2,1,2,2,6,2,21
930,19,3,10,5,2,5,6,2,17,2,1,2,1,1,6,32
877,19,5,18,1,8,6,6,2,32,1,2,2,2,4,8,21
384,12,5,5,1,5,1,5,2,38,2,1,1,2,5,2,28
1759,12,3,1,2,1,2,10,2,2,2,2,2,2,3,5,25
1863,10,5,10,8,12,7,5,2,2,1,2,2,1,2,4,14
295,9,1,9,5,2,2,2,1,39,1,1,2,1,6,8,2
1188,15,5,4,2,7,2,13,2,26,2,1,2,2,5,9,34
447,18,2,15,2,9,6,12,2,29,1,2,1,2,5,8,14
820,13,1,18,5,1,2,6,1,17,2,1,1,2,2,8,9
1160,20,5,5,1,6,7,7,2,10,2,1,2,2,4,6,26
625,20,4,2,7,11,3,7,2,40,1,1,2,2,4,9,17
477,2,1,5,3,10,7,9,1,3,2,2,1,1,4,8,19
2169,14,1,10,2,3,7,3,1,25,1,1,1,1,5,2,11
1841,2,5,16,7,5,4,7,1,23,1,2,2,1,1,8,37
1294,10,5,2,7,7,3,14,1,21,2,2,2,2,1,6,16
1119,17,2,11,8,4,1,6,1,14,1,1,2,1,3,3,36
975,10,2,19,6,11,2,2,1,33,1,1,1,1,6,6,2
1881,6,4,20,4,7,2,14,2,31,2,2,1,2,2,9,23
1302,6,4,2,4,8,3,12,2,20,1,1,2,2,5,6,39
536,17,2,16,4,3,2,13,1,30,1,2,1,2,6,3,36
1583,14,5,4,4,9,2,8,1,3,2,2,2,2,3,6,25
1244,5,4,11,3,6,3,3,2,4,1,2,2,2,5,4,25
987,12,5,21,5,2,4,4,2,21,2,1,2,2,2,2,6
170,7,2,10,2,8,7,12,1,25,1,1,2,2,4,5,14
877,20,5,7,1,2,4,12,2,35,2,2,1,2,1,9,28
949,4,3,13,4,11,7,12,2,21,1,1,1,2,6,6,34
1738,16,1,18,2,9,3,3,2,12,1,1,1,1,4,7,38
1327,3,5,11,6,8,4,5,1,21,2,1,2,2,4,4,29
540,11,2,1,6,9,3,5,2,38,2,2,1,1,5,5,25
1592,16,3,8,2,12,2,2,1,28,1,1,1,1,4,9,10
1296,5,4,1,9,9,1,11,1,40,2,1,1,2,4,5,37
978,20,3,8,3,5,4,6,1,24,2,1,2,1,3,2,18
1193,17,3,15,5,7,2,11,1,34,2,2,2,2,1,8,1
1411,8,2,2,7,1,2,3,1,19,1,1,1,1,6,6,13
1559,9,4,3,3,5,3,10,1,1,2,1,2,2,3,4,15
1441,5,4,5,9,9,5,3,2,32,1,1,1,2,5,9,39
1084,2,1,9,1,4,5,11,1,26,2,1,2,1,2,2,16
1928,12,3,16,4,2,4,5,2,27,1,2,2,2,5,8,30
485,7,4,2,4,12,4,10,1,4,1,2,1,1,1,7,1
1619,14,5,3,4,6,1,14,2,37,2,2,1,1,4,8,2
1032,15,2,7,3,2,4,4,2,14,1,2,2,2,5,6,11
1454,20,4,16,3,2,4,10,1,39,2,1,1,2,6,6,39
1518,3,4,5,5,6,3,5,1,37,1,2,1,1,6,2,6
2123,9,3,2,9,12,4,7,2,8,2,2,2,1,1,3,9
1264,3,4,19,3,8,5,8,2,18,1,1,2,1,1,5,28
850,20,1,7,8,8,1,9,2,5,1,1,1,2,4,6,34
1704,5,4,20,1,8,1,6,1,37,1,1,2,2,4,3,3
41,9,5,20,5,6,6,7,2,28,2,1,1,1,2,9,7
836,19,1,19,7,10,3,7,2,37,2,2,2,2,3,3,25
939,19,3,11,9,12,1,6,2,29,1,2,2,2,3,5,33
1802,18,3,11,5,1,1,13,2,12,2,2,1,1,4,2,26
1986,13,4,12,1,7,3,5,1,6,2,2,1,2,6,3,6
848,5,3,13,8,4,2,10,2,38,1,1,2,2,6,8,18
1245,15,3,15,8,1,7,11,1,22,2,1,1,1,5,4,37
237,9,2,1,8,4,3,7,2,22,2,2,1,2,4,2,20
791,19,1,10,2,12,3,6,1,19,2,1,1,1,4,7,21
946,18,5,1,9,7,5,12,1,39,1,1,1,2,4,4,20
726,4,3,2,2,5,2,7,1,38,1,2,2,2,2,9,20
1933,10,5,21,5,2,3,4,1,14,2,2,1,1,4,2,3
102,19,5,19,9,12,4,2,1,18,1,1,1,1,5,2,15
695,2,1,8,5,1,2,10,2,7,1,1,1,2,5,9,4
1379,13,2,2,2,11,5,3,1,11,2,1,1,1,4,7,10
2094,12,2,19,4,10,3,2,1,2,2,2,2,1,4,8,5
666,10,5,13,6,8,7,5,2,30,1,2,2,2,3,6,24
874,5,2,3,5,4,3,14,2,3,1,2,2,1,4,8,37
669,6,1,11,6,4,2,4,2,37,1,1,1,1,6,7,3
2125,1,3,7,9,6,1,14,2,38,2,2,1,2,2,8,6
2194,8,4,10,3,6,4,6,2,10,1,1,2,2,6,9,9
428,5,3,14,7,10,7,11,1,4,2,1,2,2,5,5,8
120,2,3,4,1,11,7,5,2,12,1,2,2,2,1,7,25
455,18,3,8,7,1,2,5,1,27,2,2,1,2,2,4,15
1826,12,2,13,6,3,7,7,1,5,1,1,1,1,1,5,16
784,1,3,14,4,1,5,13,2,35,2,1,2,1,4,8,26
1147,5,1,8,9,1,5,3,2,37,1,1,2,1,2,9,34
2160,11,5,12,1,12,4,5,1,39,1,1,2,2,6,9,25
279,17,2,18,4,8,1,2,1,17,1,2,1,1,2,3,27
570,14,5,8,2,3,3,11,2,26,2,2,2,1,6,4,39
342,3,5,20,1,2,7,2,1,16,1,1,2,1,2,4,34
2063,7,2,19,5,3,2,11,2,15,1,1,2,1,6,5,12
224,12,2,11,4,1,1,14,2,18,2,2,1,1,5,8,25
622,7,4,12,2,7,5,8,1,18,1,2,1,2,6,6,21
442,14,5,21,7,5,4,14,2,7,1,1,1,1,4,6,36
217,11,2,20,5,10,3,14,2,15,2,1,1,1,5,8,13
718,4,1,17,3,12,7,4,2,8,1,2,1,2,4,4,29
594,6,4,21,9,11,2,14,2,28,2,1,2,1,3,3,3
75,7,2,17,4,8,2,10,2,28,2,1,1,1,4,7,5
1720,9,2,12,1,6,5,11,2,40,2,1,2,1,3,8,36
211,12,1,5,8,12,2,10,1,6,1,2,1,2,3,3,28
636,19,4,22,4,7,5,8,2,4,2,1,2,1,4,3,33
1344,17,4,3,7,8,6,2,1,15,2,2,1,1,1,6,28
1820,10,1,21,4,2,4,14,1,32,1,2,1,1,2,9,8
503,3,1,12,4,7,6,14,2,17,2,2,1,1,1,7,16
1591,17,2,6,4,9,4,7,1,35,2,2,1,1,4,2,2
1610,15,5,19,4,12,6,10,2,39,2,2,2,2,1,9,12
195,1,5,12,1,1,4,5,1,35,1,2,2,1,2,5,26
7,18,4,20,9,7,3,10,2,9,1,1,1,1,2,9,3
1768,18,5,15,7,7,7,3,2,39,1,1,1,1,1,5,22
1918,19,5,15,1,8,2,14,2,23,2,1,1,2,3,3,29
117,16,5,18,2,2,4,11,2,2,2,2,2,1,5,3,36
1347,5,5,22,1,11,4,12,1,38,2,1,2,1,3,5,26
462,17,3,8,7,1,2,3,2,20,2,1,1,2,3,9,12
385,15,3,10,8,7,6,6,2,19,1,1,2,2,1,7,25
799,8,4,10,2,1,1,6,2,1,1,1,1,1,1,8,38
869,12,3,20,3,1,6,3,2,34,1,1,1,2,3,2,18
1976,3,1,7,9,11,7,10,1,4,1,2,1,1,1,7,15
1437,17,1,12,1,2,6,5,2,14,1,1,1,1,2,2,10
629,14,2,7,6,8,6,2,2,8,2,2,2,2,4,2,16
2167,18,5,17,4,7,1,13,2,24,1,2,2,2,5,3,10
1153,16,1,12,4,7,5,13,1,20,2,2,1,1,4,7,20
2053,12,3,10,7,4,4,11,2,12,1,2,1,1,2,7,38
682,3,1,20,8,10,4,5,2,2,2,1,2,1,1,3,13
1327,11,5,16,9,11,7,3,1,39,2,1,2,1,2,8,26
927,19,2,1,6,5,1,10,2,24,1,1,2,1,5,3,1
125,10,5,5,8,9,5,12,1,38,2,2,2,1,4,4,2
2054,13,2,5,5,8,5,9,2,14,2,1,1,1,3,8,6
1516,5,4,13,9,7,5,6,1,34,2,2,1,1,3,2,35
506,2,4,8,2,2,6,13,2,8,2,1,1,2,3,7,8
1076,20,3,3,3,11,3,12,1,20,1,1,2,1,1,5,32
1503,6,4,8,3,12,4,4,1,8,1,2,1,1,6,4,18
39,7,3,7,6,1,3,14,1,33,1,2,1,1,4,2,2
1254,12,5,20,5,11,7,13,2,33,1,2,1,1,2,7,6
1091,9,4,13,5,5,4,12,2,1,1,2,1,2,3,9,14
1655,1,3,2,1,1,7,9,2,4,1,1,2,2,6,2,28
2077,20,2,19,6,1,3,9,2,32,2,1,2,2,4,8,16
332,11,5,19,1,2,5,12,2,16,1,2,2,1,4,6,34
463,17,2,12,1,12,7,2,1,26,1,1,2,1,2,2,23
390,4,2,17,6,8,7,10,2,4,1,2,2,2,5,4,4
998,13,1,13,8,12,7,13,1,27,2,2,2,2,4,9,12
1745,12,4,6,5,3,6,13,2,32,1,2,1,2,2,8,24
1907,11,2,12,2,9,4,8,1,14,2,2,2,2,3,4,8
872,20,5,13,4,12,5,12,1,30,1,1,1,1,2,3,10
1459,16,1,20,7,12,2,6,1,19,1,1,1,2,4,2,16
33,9,3,6,4,10,4,9,2,12,2,1,2,2,5,9,24
1935,20,4,8,2,11,3,14,1,3,1,2,1,2,6,4,2
829,19,2,16,3,8,3,6,2,5,1,2,2,2,4,2,32
1332,18,2,21,8,3,2,13,2,7,1,1,1,2,3,8,22
644,10,3,17,6,2,6,11,1,39,2,2,1,1,3,8,7
2033,17,2,18,6,3,6,14,2,24,1,1,1,2,6,2,32
438,20,3,8,8,12,4,2,2,12,1,2,2,1,1,4,3
665,17,5,12,8,8,1,4,2,38,1,2,1,1,2,8,10
1876,3,3,5,9,6,5,2,2,30,2,2,1,1,4,6,23
651,19,3,7,1,4,5,13,2,22,2,1,1,1,5,9,16
450,9,1,6,7,12,4,8,2,38,1,1,2,1,2,6,3
413,5,3,14,8,12,6,7,2,32,2,2,2,2,6,7,23
1222,16,4,7,2,6,7,2,2,10,1,1,2,1,4,4,29
1187,12,1,5,5,2,1,6,1,11,1,2,2,2,6,9,39
1797,9,5,1,7,4,5,9,1,5,2,1,1,2,2,8,8
1779,17,4,13,3,9,4,12,2,39,2,1,1,2,5,7,31
1567,16,4,21,2,4,7,7,2,30,2,1,1,1,1,5,36
1580,18,3,14,6,9,6,7,1,8,2,1,1,2,1,3,5
990,18,3,2,7,8,4,12,2,30,2,1,1,1,4,7,35
318,8,5,20,7,12,2,11,1,33,2,1,2,1,4,7,15
2109,13,4,9,5,12,4,9,2,7,1,2,2,1,1,2,3
1438,16,1,3,9,5,5,4,1,34,2,1,2,2,3,2,19
1747,17,3,17,9,5,2,9,2,20,1,2,1,1,3,6,29
537,4,1,4,3,5,7,14,2,39,2,2,1,1,1,2,39
1840,10,2,14,7,3,1,4,1,40,2,1,2,1,5,6,6
643,15,4,10,2,7,6,13,2,19,1,2,2,2,4,3,25
201,5,5,2,5,9,4,12,2,9,2,1,1,1,1,9,4
1776,2,3,14,2,1,7,12,2,14,2,1,1,1,3,3,11
491,5,1,9,2,3,6,9,2,34,2,1,1,2,6,9,6
821,17,5,10,1,4,6,8,2,18,2,2,2,1,4,5,9
1658,2,3,9,7,12,5,3,2,20,2,1,1,2,1,6,18
1786,16,1,17,6,1,4,13,2,3,2,1,1,2,3,3,16
820,6,3,11,9,6,4,7,2,21,2,2,2,2,5,7,32
478,6,1,15,2,11,4,4,1,3,1,1,2,1,1,9,24
463,19,2,8,3,1,7,11,1,16,2,1,2,2,3,5,12
1327,9,1,18,3,10,6,3,1,2,1,1,2,1,2,6,2
1408,4,3,18,7,8,4,5,2,20,1,1,1,1,2,4,3
829,20,2,2,8,4,6,12,1,7,2,1,2,1,1,8,13
889,5,3,11,1,5,5,14,2,24,1,2,2,1,6,9,12
158,1,3,6,7,8,5,3,2,18,1,1,1,2,2,2,2
1018,16,5,16,6,4,2,6,2,22,1,1,2,2,4,3,7
290,15,5,18,7,12,1,2,1,14,2,1,2,2,6,6,13
1621,20,1,2,3,1,3,9,2,22,2,2,2,2,1,3,10
1677,12,5,13,1,8,7,13,2,11,1,1,1,2,2,9,16
1840,4,4,6,6,9,7,13,1,17,2,2,2,1,5,5,31
1881,15,5,16,2,7,4,13,2,31,1,2,2,2,4,6,25
1327,19,1,8,1,3,1,5,1,5,2,1,2,1,1,4,1
428,5,5,16,6,2,2,8,1,10,2,1,1,1,4,9,33
1061,3,5,6,9,9,5,11,2,21,2,2,2,1,2,2,19
2074,6,2,18,9,9,4,13,2,35,2,1,2,2,4,5,27
77,5,2,18,9,11,4,2,1,14,1,2,1,1,6,4,37
1511,20,2,19,4,3,5,5,2,7,2,2,2,2,3,5,1
1274,1,3,16,4,11,5,7,1,13,2,1,2,1,2,6,18
1586,20,3,12,1,11,5,5,2,38,1,1,2,1,1,9,35
1298,9,1,3,3,1,6,12,1,32,1,2,1,2,1,8,25
552,18,1,3,3,8,4,5,2,11,2,1,1,1,6,6,18
44,20,3,7,4,9,2,12,2,14,2,2,1,1,3,9,22
475,8,1,5,4,1,2,11,1,29,1,1,1,1,1,9,35
1870,9,1,13,6,1,2,12,2,22,1,2,1,2,2,6,9
810,11,5,9,1,6,7,5,1,10,1,2,1,2,5,4,36
85,16,3,10,4,4,4,4,1,13,2,2,2,2,5,5,18
1927,4,4,2,8,1,5,5,2,20,1,1,2,2,1,9,7
43,13,4,17,8,9,1,6,2,17,1,1,1,1,3,7,31
1938,12,1,5,6,6,4,6,2,35,2,1,2,1,4,4,21
432,13,1,19,2,7,3,11,2,21,2,2,1,2,4,8,32
824,20,4,6,4,11,2,5,2,37,1,2,2,1,4,9,29
893,19,2,20,3,10,4,8,1,1,2,2,1,1,5,6,38
1367,20,5,13,4,9,3,8,2,38,2,1,2,1,2,8,18
1275,7,1,19,7,8,6,10,2,32,2,2,2,2,4,5,29
492,4,3,6,3,12,7,10,2,7,1,2,2,1,3,9,26
371,5,4,7,5,8,1,9,2,13,1,1,2,1,5,3,37
1849,6,3,3,8,7,4,13,1,37,1,2,1,2,2,7,9
643,11,2,2,2,5,3,10,2,11,2,1,2,2,1,7,10
2114,4,3,11,6,5,7,13,1,21,1,1,2,1,4,7,12
1532,10,1,9,3,10,6,3,1,10,1,1,1,2,6,3,14
1495,13,3,19,8,7,1,7,1,4,1,2,2,2,5,4,38
1601,4,5,7,2,4,5,9,2,22,1,1,2,2,6,5,3
779,14,5,1,4,11,4,11,1,27,1,1,2,2,1,4,38
1708,5,4,8,5,12,1,9,1,22,1,2,1,2,3,4,21
566,7,1,9,4,11,7,11,1,9,2,2,1,1,2,9,18
1748,14,1,21,3,2,4,12,1,32,1,2,2,1,2,6,33
821,1,2,14,9,3,3,9,1,12,2,2,1,1,2,6,14
884,14,3,10,2,9,4,9,1,18,2,2,1,2,2,4,36
747,19,2,4,5,2,4,4,1,3,2,2,2,1,4,7,39
1693,16,3,5,7,9,7,5,2,17,2,1,2,2,5,8,17
1164,11,4,4,2,12,6,14,1,15,1,2,1,1,5,3,7
410,18,4,12,4,6,7,9,1,13,1,1,1,1,1,3,35
1591,3,4,8,5,10,5,11,2,11,2,1,2,1,2,6,15
1808,12,2,3,3,11,6,2,1,20,1,1,2,1,1,7,6
748,8,2,8,7,10,1,3,1,32,2,1,2,1,2,8,39
1714,10,2,22,5,2,3,6,1,4,2,1,1,2,6,3,28
2067,16,5,7,1,6,6,8,2,6,1,1,1,1,5,3,14
1730,16,4,21,9,3,5,7,1,21,1,1,2,2,5,2,25
1959,1,4,2,9,1,2,8,1,18,1,2,2,2,6,7,13
1243,18,3,20,6,1,5,7,2,27,2,1,2,2,2,4,29
927,16,3,2,3,4,2,6,2,1,2,1,1,2,1,9,4
402,18,1,6,4,6,5,4,1,35,2,2,1,1,4,2,15
1740,13,3,12,9,3,4,4,2,21,2,1,2,2,4,5,21
1828,13,4,8,9,10,5,2,1,24,1,1,1,1,3,3,15
769,19,2,1,6,8,4,9,2,19,2,2,1,2,3,7,3
1326,8,1,10,2,3,6,11,2,7,1,2,2,2,3,4,16
342,12,4,10,7,10,3,13,2,8,2,2,2,2,1,3,29
1868,15,3,2,9,11,3,13,2,38,1,2,2,1,5,6,32
1271,11,4,12,3,4,4,8,1,32,2,1,1,1,1,7,5
172,14,2,17,4,8,1,6,1,17,1,2,1,1,5,7,16
123,7,1,17,7,3,4,2,2,28,1,2,2,2,1,4,12
1209,13,4,16,8,1,1,8,1,34,2,1,2,1,6,4,26
627,1,4,5,3,5,3,3,1,14,1,2,2,2,1,3,26
316,14,3,9,1,6,3,9,1,9,1,2,1,1,3,3,16
444,20,2,19,8,1,4,13,1,7,2,1,2,2,4,3,5
442,5,2,21,1,5,4,10,2,30,2,2,2,1,1,7,2
153,1,2,2,7,5,4,11,1,3,2,2,1,2,3,2,27
699,5,2,7,9,11,2,2,1,1,1,2,1,1,6,8,16
515,12,3,9,4,7,6,13,1,37,2,2,1,1,3,3,14
1332,8,1,12,4,3,5,8,1,26,1,2,2,1,6,5,36
540,12,2,10,5,7,3,3,2,15,1,2,1,1,4,7,19
1171,7,3,2,1,7,4,10,2,26,2,2,1,1,6,2,9
179,16,4,17,3,4,2,14,2,31,2,2,2,1,1,8,22
1896,16,2,21,7,6,3,8,1,40,2,2,1,2,3,5,28
1081,8,3,20,6,1,2,3,2,34,2,1,2,1,2,8,22
1986,1,1,2,4,9,7,4,1,26,1,1,1,1,3,8,11
945,20,4,14,9,5,2,11,2,6,1,1,1,1,5,9,20
1357,4,2,19,3,1,5,10,2,31,2,2,2,1,1,4,31
233,2,3,6,6,3,2,5,1,35,2,1,2,1,5,9,19
1022,17,3,1,9,5,3,8,2,2,2,1,1,2,6,9,17
1877,9,3,10,9,1,3,9,2,29,1,1,1,2,5,8,17
569,14,3,11,1,9,7,2,2,10,2,2,2,2,2,8,20
14,10,2,21,1,12,6,4,2,16,1,2,1,2,5,2,12
756,12,4,9,9,12,5,13,2,34,2,1,1,1,5,7,12
915,3,5,16,7,12,3,12,1,20,2,1,1,1,6,4,34
1464,7,5,21,2,2,2,13,2,3,2,1,2,1,5,7,8
541,7,4,12,6,9,5,12,2,28,1,2,2,2,6,7,26
1781,14,3,1,3,6,3,9,2,4,1,2,2,2,5,7,39
1047,5,3,2,2,12,6,10,2,15,1,1,1,2,2,5,35
1210,10,1,7,2,11,4,10,2,11,2,1,1,1,4,7,34
934,5,1,9,2,5,4,8,2,38,1,2,2,1,4,7,29
1080,14,5,19,6,7,4,6,2,29,1,2,1,1,3,8,23
2073,15,1,4,8,10,7,11,1,40,2,1,2,1,3,3,1
2175,1,1,17,5,10,1,8,1,3,1,1,2,1,4,6,6
1145,7,3,9,7,12,3,13,2,30,2,2,2,1,4,5,18
641,1,2,19,4,4,4,5,2,10,1,2,1,1,2,5,22
1435,17,5,3,1,5,4,11,2,15,1,2,2,2,3,9,11
1157,8,3,16,7,1,4,11,2,32,2,2,1,2,1,6,9
1048,4,2,9,7,9,3,5,2,11,2,2,2,1,1,3,21
1669,6,2,18,5,9,2,3,2,13,2,1,2,2,1,5,3
635,1,2,11,2,11,3,12,1,11,2,1,2,1,4,3,12
600,20,3,11,3,1,7,14,1,32,2,1,1,1,3,8,34
1609,17,4,15,2,4,2,3,1,4,1,2,1,1,1,6,5
2135,15,5,11,8,4,2,12,2,11,2,1,1,2,2,3,19
534,15,2,11,6,7,4,7,2,13,1,2,2,1,4,2,39
985,2,2,6,7,11,5,12,2,27,1,1,1,2,2,2,26
417,8,4,7,3,7,5,13,2,39,2,2,1,1,2,3,39
1247,13,2,17,8,12,7,5,2,7,1,2,2,2,6,7,38
988,4,2,22,8,7,3,6,2,32,2,2,2,2,3,7,12
678,12,4,21,9,8,7,2,1,5,2,1,1,1,6,7,38
2011,10,5,17,2,2,2,11,1,11,2,2,2,2,5,7,29
1649,8,5,14,3,8,3,8,2,1,2,2,1,1,2,4,32
643,15,5,10,6,3,1,7,2,32,1,1,1,1,6,2,10
1019,19,4,1,3,7,6,5,1,40,1,2,2,2,2,2,35
211,6,4,21,3,11,3,7,1,34,1,1,2,2,4,2,33
922,18,5,14,5,2,5,12,2,32,1,1,1,1,4,4,9
1825,5,1,3,9,10,3,13,1,17,1,2,1,2,4,8,34
